"ZCTA5CE10","pc_park"
"28282",0
"28301",3.116
"28303",5.167
"28304",0.611
"28305",2.754
"28306",0.009
"28307",0
"28308",0
"28310",0
"28311",12.802
"28312",5.457
"28314",1.144
"28315",1.779
"28318",0
"28320",0
"28323",0.545
"28325",0.439
"28326",0.032
"28327",1.059
"28328",0.259
"28330",0
"28332",0
"44301",2.973
"62561",0.208
"44302",1.737
"44303",3.038
"62563",1.318
"44304",4.04
"23704",2.325
"44305",9.877
"62565",3.1
"23707",1.272
"23708",0
"23709",0
"62567",0.01
"44306",2.393
"23801",13.78
"19435",0
"19436",0
"19437",5.032
"19438",4.598
"19440",0.868
"19442",0
"19444",13.574
"19446",2.948
"19453",19.677
"19454",5.609
"19456",10.852
"19457",0
"19460",6.977
"19462",1.856
"19464",1.7
"19465",7.802
"21723",0.003
"21727",7.889
"21733",12.304
"21734",0.181
"21737",10.447
"21738",6.792
"08215",39.201
"08217",0
"08221",18.033
"21740",5.074
"08223",32.908
"08224",34.635
"08225",12.145
"21742",4.814
"21746",1.054
"21750",18.465
"08226",23.66
"04231",57.232
"04234",0.391
"04236",1.338
"04237",0.093
"04238",3.074
"04239",0.291
"04240",0.884
"04250",5.277
"04252",0.018
"04253",2.132
"04254",0.149
"04255",0.011
"04256",0
"04257",0.189
"04258",0
"04259",1.26
"55128",4.408
"55129",10.97
"55130",4.792
"55150",23.388
"55155",0
"55301",1.874
"55302",4.889
"55303",5.221
"55304",4.423
"55305",7.024
"55306",12.932
"55307",0.21
"55308",7.397
"55309",24.296
"55310",0
"55311",3.438
"55312",2.667
"16866",56.04
"16868",33.292
"16870",7.948
"16871",36.717
"16872",40.136
"16874",39.651
"16875",14.441
"16876",0
"16877",15.368
"16878",5.82
"16879",0
"16881",0.039
"16882",59.741
"16901",31.354
"16911",89.048
"16912",42.697
"16914",0.183
"16915",28.597
"16917",21.491
"16920",0.019
"16921",62.374
"16922",54.42
"16923",0
"16925",3.133
"16926",0
"16927",0.364
"16928",0
"16929",2.889
"16930",14.852
"16932",0.04
"16933",4.64
"87543",76.722
"87544",21.379
"87548",57.87
"87549",98.34
"87551",25.281
"87552",74.264
"87553",1.063
"87554",93.922
"87556",56.769
"87557",56.213
"87558",95.178
"87560",18.532
"87562",39.715
"87564",83.886
"87565",56.984
"87566",16.514
"87567",44.122
"87569",41.532
"87571",43.721
"87573",95.871
"87574",44.785
"87575",54.049
"87577",65.499
"87578",57.014
"87579",87.406
"87580",63.18
"87581",95.528
"87582",74.812
"87583",11.921
"87701",7.763
"87710",17.068
"87711",3.554
"87712",0
"87713",30.682
"87714",14.413
"87715",42.51
"87718",9.011
"87722",5.133
"87723",1.694
"87724",0
"87728",3.124
"87729",0
"03811",8.834
"03812",82.053
"03813",50.54
"03814",7.094
"03816",5.294
"03817",1.148
"03818",76.191
"03819",6.536
"03820",9.799
"03823",12.126
"03824",28.646
"03825",3.367
"32256",3.381
"35218",3.25
"35221",1.959
"48203",12.425
"35222",6.537
"60154",22.803
"60155",5.899
"40769",16.077
"40771",0
"40801",49.618
"40806",49.424
"40807",1.112
"40808",0
"60156",18.651
"40810",9.561
"60157",10.093
"40813",0
"11370",2.834
"11371",1.1
"11372",1.709
"11373",1.922
"11374",1.87
"11375",6.196
"11377",1.421
"11378",0.845
"63446",1.258
"58063",0.333
"63447",5.976
"58064",0.001
"58065",0
"63448",3.494
"58067",9.798
"63450",0
"63451",0.805
"58068",26.134
"58069",1.37
"63452",3.126
"58071",0
"63453",5.346
"63454",0.318
"63456",2.194
"63457",0
"63458",1.868
"58072",1.46
"63459",1.702
"63460",0.004
"58075",0.082
"58076",0
"63461",1.435
"58077",0.178
"63462",5.262
"63463",0.706
"53964",2.965
"62226",3.786
"62230",0.116
"53965",2.067
"62231",3.24
"53968",0.562
"53969",2.546
"62232",0.316
"54001",1.819
"62233",3.574
"54002",0.952
"54003",0.087
"54004",2.646
"54005",0.974
"54006",0.182
"62234",7.436
"54007",13.522
"54009",8.893
"54010",0
"62236",0.988
"54011",0.265
"54013",0.349
"62237",0.012
"62238",31.318
"54014",1.66
"54015",1.404
"62239",1.161
"62240",8.748
"62241",9.661
"62242",7.376
"54016",8.681
"62243",1.523
"62244",7.05
"62245",0.17
"54017",5.752
"54020",5.184
"54021",0.878
"62246",0.222
"28333",0
"28334",0.717
"28337",26.165
"28338",4.429
"28339",0.223
"28340",0.07
"28341",0
"28342",0
"28343",0
"28344",0
"28345",8.028
"28347",56.448
"28348",0.121
"28349",0
"28350",0
"28351",8.052
"28352",0.093
"28356",0
"28357",0
"28358",2.763
"28360",0.267
"28363",13.822
"28364",0.037
"28365",0.012
"28366",0.161
"44307",7.975
"44308",6.044
"44310",13.107
"44311",2.349
"62568",0.317
"62570",0
"62571",0
"62572",0.005
"62573",0
"44312",3.641
"62601",0
"62610",0
"62611",2.921
"23803",6.411
"44313",25.935
"62612",3.358
"62613",0.113
"44314",4.615
"23805",1.72
"23806",0
"62615",0.328
"62617",9.369
"23821",0.223
"19468",1.958
"19472",0
"19473",8.483
"19474",0
"19475",0.653
"19477",0
"19492",0.86
"19501",0
"19503",0.495
"19504",1.539
"60604",7.696
"60605",33.645
"60606",0
"35950",0.433
"35951",4.76
"60607",2.864
"35952",0.095
"35953",1.253
"60608",2.879
"35954",0.105
"35956",0.193
"35957",0.179
"60609",5.016
"35958",7.33
"60610",7.525
"26716",18.571
"26717",12.969
"26719",0.708
"26720",0
"26722",0.057
"26726",10.24
"26731",0
"26739",0.018
"21754",2.566
"08230",21.741
"21755",21.229
"21756",22.54
"08232",5.952
"21757",27.008
"21758",14.945
"21762",0
"21766",59.283
"21767",0
"21769",15.071
"21770",1.903
"08234",10.075
"08240",0
"08241",34.384
"08242",14.193
"04260",1.907
"04261",29.819
"04263",1.343
"04265",0.015
"04267",0
"04268",0.505
"04270",0
"04271",0
"04274",2.45
"04275",0.074
"04276",0.125
"04280",0
"04281",0.017
"04282",7.06
"04284",0.254
"55313",1.212
"55314",1.174
"55315",15.573
"55316",20.197
"55317",8.824
"55318",6.386
"55319",1.968
"55320",1.267
"55321",1.202
"55322",0.851
"55324",1.546
"55325",0.483
"55327",18.624
"55328",1.166
"55329",5.104
"55330",3.05
"55331",8.664
"55332",0.878
"55333",1.001
"55334",0.68
"55335",0.128
"55336",1.622
"55337",10.952
"55338",3.37
"55339",1.513
"55340",6.068
"55341",13.289
"55342",0.311
"55343",6.312
"55344",19.509
"55345",6.744
"15731",0
"15732",0.012
"15733",0
"15734",0
"15736",0.26
"15737",0
"15738",0
"15739",0.205
"15741",38.433
"15742",17.239
"15744",0.777
"15745",0.076
"15746",0
"06415",10.871
"06416",7.73
"06417",20.607
"87730",31.388
"87731",59.449
"87732",33.507
"87733",0.001
"87734",0.173
"87735",0
"87736",0.785
"87740",0.639
"87742",62.106
"87743",7.72
"87745",10.813
"87746",2.196
"87747",0.603
"87749",17.339
"87750",0
"87752",2.422
"87753",1.05
"87801",63.267
"87820",92.248
"87821",43.151
"87823",51.573
"87824",94.141
"87825",56.322
"87827",13.126
"87828",0.694
"87829",51.632
"87830",95.88
"87831",67.516
"87832",54.266
"87901",41.404
"87930",52.814
"87931",45.618
"87933",12.656
"87935",53.221
"87936",25.804
"87937",73.954
"87939",26.153
"06103",2.149
"06105",5.561
"06106",8.03
"06107",5.26
"40815",5.62
"40816",13.464
"40818",0
"40819",0
"40820",31.701
"60160",5.851
"60162",1.247
"40823",12.246
"40824",0
"40826",14.922
"40827",44.619
"60163",0.999
"40828",6.862
"40829",0
"40830",0
"60164",2.289
"60165",0.55
"40831",9.9
"40840",3.414
"40843",0
"40844",2.184
"40845",8.133
"03301",17.189
"03303",16.631
"03304",15.611
"03307",4.93
"03431",12.209
"03440",4.687
"20733",1.538
"07079",0.075
"63464",0
"63465",0.126
"63467",0.173
"58078",0.924
"63468",0.396
"58079",0
"63469",0.109
"63471",5.139
"63472",0
"58081",5.065
"63473",5.63
"63474",0.756
"58102",2.159
"63501",5.147
"63530",5.09
"63531",7.455
"63532",0.847
"63533",0
"63534",0.085
"63535",15.64
"58103",5.092
"63536",0
"63537",0
"63538",2.818
"63539",0
"58104",3.842
"63540",0
"58105",0
"63541",0.022
"63543",0.245
"63544",9.324
"63545",2.084
"58201",1.063
"62248",3.869
"54022",4.335
"54023",4.432
"62249",3.591
"62250",0
"62253",6.767
"54024",8.335
"62254",1.226
"54025",8.871
"23930",0.263
"23934",0
"23936",6.16
"23937",0
"38318",18.034
"44641",0.955
"62821",0.533
"54630",0.227
"44643",13.954
"34472",25.346
"44644",0.531
"54631",2.288
"62822",0.394
"44645",0.044
"54632",2.328
"62823",0.379
"38320",4.87
"38321",0
"62824",0.489
"62825",0
"54634",0.2
"54635",0.859
"38327",1.438
"62827",0.555
"38328",0.835
"34473",4.664
"62828",2.008
"19505",0.505
"19506",17.881
"19507",10.065
"19508",6.878
"19510",5.59
"19511",8.125
"19512",2.35
"19518",22.086
"19519",0
"19520",28.612
"19522",6.577
"19523",0
"19525",0.429
"19526",23.654
"19529",13.529
"19530",1.665
"19533",6.121
"19534",1.062
"19535",0
"19536",0.561
"26743",2.635
"26750",0.278
"26753",0.083
"26755",12.383
"26757",11.037
"26761",0
"07033",20
"07034",11.619
"20653",10.68
"07035",30.393
"20657",8.518
"20658",17.36
"07036",2.939
"20659",6.312
"20660",0
"07039",20.484
"20662",14.216
"08243",23.253
"21771",11.093
"21773",11.23
"08244",6.294
"08246",0
"08247",39.794
"21774",1.639
"08248",14.024
"21776",17.565
"21777",16.367
"08251",28.803
"21778",6.368
"21779",28.364
"21780",27.686
"21781",0
"21782",27.339
"21783",18.832
"08260",30.575
"21784",17.265
"08270",60.086
"21787",31.297
"21788",31.488
"21790",6.553
"21791",19.728
"08302",17.077
"08310",10.239
"08311",19.355
"21793",8.313
"21794",4.66
"08312",25.162
"08314",31.213
"04285",16.311
"04286",0
"04287",2.021
"04289",1.182
"04290",0.162
"04292",0.032
"04294",1.188
"04330",4.052
"04342",4.06
"04343",0
"04344",1.329
"04345",0.067
"04346",0
"04347",10.659
"04348",0.361
"04349",0.001
"04350",0.084
"04351",4.381
"04352",1.726
"16935",10.568
"16936",0
"16937",0
"16938",61.563
"16939",43.662
"16940",14.672
"16941",0
"16942",0
"16943",5.93
"16946",20.528
"16947",13.817
"16948",23.27
"16950",3.5
"17002",4.256
"17003",0.941
"17004",1.919
"06418",18.351
"06419",15.826
"06420",8.912
"04757",1.94
"04758",0.186
"04760",0.161
"04761",0.053
"04762",2.427
"04763",0
"04764",2.353
"04765",19.076
"04766",8.029
"04768",1.454
"03826",7.678
"03827",6.159
"03830",0
"40847",0
"40849",0
"40854",0.307
"60169",23.288
"40855",0.028
"40856",18.655
"40858",2.55
"60185",16.35
"60187",5.759
"35242",8.715
"35243",0.805
"35244",0.55
"35254",0
"35401",2.367
"35404",5.026
"35405",0.995
"35223",2.655
"38930",1.118
"48204",0.621
"38940",10.513
"35224",0.489
"38941",0.016
"38943",0
"48205",2.28
"38944",0.134
"07080",6.739
"20735",11.443
"07081",14.132
"20736",3.373
"07082",21.262
"20737",30.277
"07083",7.07
"07086",6.365
"20740",13.54
"20742",1.166
"07087",3.459
"07088",0.09
"11379",4.441
"11385",6.135
"11411",4.506
"11412",0.573
"11413",15.761
"11414",25.818
"58202",0
"63546",0.017
"63547",0
"63548",0
"58203",4.455
"58204",0.01
"58205",0
"63549",0.311
"63551",7.004
"58210",0.677
"58212",0.519
"58214",1.589
"63552",7.653
"58216",0
"58218",0
"58219",0
"63555",0
"58220",3.45
"58222",0
"58223",0
"58224",0
"63556",2.285
"63557",0.523
"58225",0.313
"63558",0.185
"58227",0.776
"58228",2.351
"74129",4.441
"74130",8.529
"74131",0
"74132",3.918
"28367",0
"28369",5.413
"28371",0.03
"28372",0.152
"28373",5.019
"28374",1.512
"28375",0
"28376",1.406
"28377",0.105
"28379",4.559
"28382",0.498
"28383",0
"28384",0.027
"28385",8.212
"28386",0
"28387",5.234
"28390",3.829
"28391",0
"28392",0
"28393",0
"28394",0.02
"28395",0
"28396",16.786
"28398",0.015
"28399",8.941
"28401",2.092
"28403",2.629
"28405",1.221
"28409",27.094
"28411",1.201
"28412",2.813
"28420",14.821
"28421",0.029
"28422",2.91
"28423",8.936
"82925",88.847
"44319",21.285
"38954",4.132
"38957",0
"38958",8.118
"38961",22.697
"38962",0
"38963",0.31
"38964",0
"38965",2.542
"38966",0.002
"38967",0.027
"39038",2.644
"39039",0
"39040",0
"39041",0.502
"39042",0.102
"39044",0
"39045",0
"39046",3.513
"39047",0.238
"19538",0
"19539",1.64
"19540",9.786
"19541",0.07
"19542",0
"19543",1.004
"19544",4.587
"19545",0
"19547",0.549
"45053",0
"46001",0.071
"46011",0.021
"46012",2.006
"46013",0.761
"46016",2.112
"46017",3.081
"46030",0.212
"46031",0.026
"46032",4.772
"46033",7.692
"46034",0.135
"46035",0
"46036",0.145
"46037",5.207
"46038",5.685
"46039",0
"46040",0.643
"46041",0.07
"46044",0.167
"46045",0
"74960",2.661
"74962",14.031
"74963",27.614
"74964",0.059
"74965",0
"74966",27.455
"72227",7.125
"73664",0
"73666",0
"73667",0.157
"07040",9.999
"07041",1.785
"20664",6.076
"20667",0
"20670",0.002
"20674",0.159
"20675",12.626
"07042",5.504
"20676",8.263
"07043",8.963
"20677",8.553
"07044",14.044
"07045",18.224
"08316",29.182
"08317",17.691
"21795",12.508
"21797",13.348
"08318",7.887
"21798",2.668
"08319",45.214
"08320",11.309
"08321",75.753
"08322",10.585
"08323",3.904
"08324",48.016
"08326",1.056
"08327",29.608
"08328",7.518
"08329",25.353
"21801",4.326
"21802",0
"08330",34.872
"59928",88.973
"59929",3.487
"04353",3.225
"04354",0.454
"04355",1.705
"04357",7.173
"04358",0.329
"04359",0
"04360",16.927
"04363",7.742
"04364",0.135
"02802",9.808
"02804",3.127
"02806",8.281
"02807",7.766
"02808",17.823
"02809",6.47
"02812",22.206
"02813",20.486
"02814",14.552
"55346",19.32
"55347",12.581
"55349",1.36
"55350",1.524
"55352",7.074
"55353",0.809
"55354",0.108
"55355",2.567
"55356",7.464
"55357",0.28
"04769",2.339
"04772",0
"04773",0
"04774",3.402
"04776",0.044
"04777",2.243
"04779",0.874
"04780",0.093
"04781",0.224
"04783",3.934
"04785",2.312
"04786",0.589
"04787",0.184
"04841",1.861
"04843",20.531
"04847",0
"87940",33.404
"87941",27.194
"87942",29.918
"87943",71.52
"88001",2.856
"88002",0.09
"33183",5.484
"33184",0.223
"33185",5.38
"33186",3.462
"33187",34.278
"33189",28.461
"33190",23.515
"33193",2.542
"33194",92.913
"33196",8.637
"43219",4.249
"33455",33.716
"37206",25.73
"33458",13.588
"37207",4.017
"38945",5.696
"48206",0.85
"38946",0.21
"35226",0.471
"38947",0
"38948",17.327
"38949",0
"38950",13.113
"35228",1.443
"35229",0
"48207",25.565
"38951",0
"35233",0
"48208",0.934
"35234",4.471
"38952",0
"38953",0
"20743",5.424
"07090",4.472
"07092",37.307
"07093",6.411
"20744",12.51
"07094",15.178
"20745",17.763
"07095",9.6
"07102",4.283
"20746",11.886
"07103",3.42
"60113",0
"40444",0.74
"40445",35.531
"40447",35.745
"40448",0
"60115",2.198
"40456",5.99
"40460",15.656
"40461",0
"40464",0
"60118",26.63
"40468",3.392
"40472",5.747
"60119",7.715
"60120",26.703
"40475",0.241
"40481",51.75
"60123",9
"40484",1.358
"40486",0.061
"40489",0
"60124",9.836
"40502",2.129
"40503",6.521
"60126",6.255
"60129",0
"40504",3.02
"60130",19.998
"40505",2.389
"40506",0
"40507",2.356
"60131",1.483
"63559",0.033
"63560",0
"58229",1.369
"63561",0
"58230",0.588
"63563",0
"58231",0
"58233",0
"58235",0.572
"63565",1.175
"63566",0
"63567",0
"58237",0.662
"58238",1.761
"58239",1.294
"63601",19.39
"58240",0.948
"63620",8.172
"58241",0.073
"63621",33.222
"58243",0
"29928",5.536
"29929",0
"29932",0.066
"29934",0
"29935",1.92
"29936",0.03
"29939",0.031
"29940",0.408
"29941",0
"29943",4.765
"29944",0.02
"29945",10.699
"24073",0.383
"24076",0
"24077",0
"24078",0.619
"24079",5.39
"24082",0
"24083",26.534
"24084",24.463
"24085",30.339
"74133",1.452
"74134",5.214
"74135",8.3
"74136",3.166
"74137",2.108
"74145",0.762
"62829",0
"44646",7.285
"54636",8.796
"54637",4.45
"38329",1.024
"62830",0
"34474",0.659
"62831",0
"54638",0.853
"38330",0.062
"38332",0
"44647",4.475
"54639",0.113
"54641",28.465
"38333",20.218
"44651",0
"44652",0
"34475",0.639
"72139",0
"84747",56.437
"72140",13.694
"84749",85.003
"72141",46.542
"84750",78.832
"82929",49.637
"82930",55.114
"82932",72.864
"82933",19.152
"82934",14.035
"82935",27.843
"82936",71.04
"82937",33.347
"82938",76.65
"82939",48.143
"82941",76.661
"82942",36.862
"82943",47.078
"82944",41.361
"82945",44.267
"83001",92.363
"83011",99.108
"83012",99.799
"83013",94.141
"83014",87.063
"83025",63.029
"83101",64.396
"83110",61.395
"83111",62.919
"83112",90.225
"83113",73.123
"83114",58.582
"83115",54.04
"83116",1.447
"72301",1.018
"72311",0
"73669",0
"73673",0
"72315",1.44
"72320",0
"72321",0
"72322",0
"72324",0
"72325",0
"72326",12.436
"73701",0.094
"72327",0
"72328",0
"72329",0
"72330",0
"72331",0
"72332",0
"72333",0
"73703",0.584
"07046",6.389
"20678",14.782
"20680",3.69
"20684",13.806
"07047",5.944
"20685",7.731
"20686",27.922
"07050",3.529
"20687",14.391
"20688",0.115
"20689",0.807
"20690",12.319
"20692",8.325
"20693",13.209
"07052",18.425
"20695",3.85
"20701",7.687
"07054",23.748
"20705",5.428
"07055",4.371
"59930",75.289
"59931",0.131
"59932",37.897
"59933",39.923
"59934",67.332
"59935",91.896
"59936",99.319
"59937",50.015
"82801",1.894
"54455",14.134
"54456",26.002
"54457",14.246
"54458",9.499
"54459",3.337
"54460",0.005
"54462",52.393
"54463",20.862
"54465",4.476
"54466",42.593
"54467",0.606
"54469",3.001
"54470",22.252
"54471",0.753
"54473",3.291
"54474",1.898
"54475",0.008
"54476",12.249
"54479",2.939
"10992",1.067
"10993",9.389
"10994",4.877
"10996",0.149
"10998",1.743
"11001",2.315
"04848",0.245
"04849",7.376
"04851",3.574
"04852",0.025
"04853",1.19
"04854",2.717
"04855",0.024
"04856",2.319
"04858",4.136
"33460",5.64
"37208",10.825
"33461",9.088
"33462",7.539
"37209",4.387
"33463",1.147
"37210",2.329
"33467",0.365
"33469",36.594
"37211",4.689
"37212",0.694
"37213",18.719
"33470",1.917
"37214",14.039
"33471",5.789
"37215",0.264
"67211",2.801
"24656",0
"24657",0
"07104",11.893
"20747",9.751
"07105",2.203
"07106",5.485
"20748",9.842
"07107",13.389
"20751",3.045
"20754",8.162
"07108",3.115
"20755",5.369
"20758",0.185
"20759",11.72
"40508",2.399
"60133",22.707
"40509",1.23
"40510",0
"60134",16.165
"40511",3.437
"40513",2.451
"60135",1.312
"40514",2.648
"60136",23.268
"40515",3.405
"40516",1.253
"40517",3.172
"60137",7.636
"60139",8.813
"60140",6.978
"60141",0
"40601",1.344
"40604",29.762
"60142",5.3
"60143",13.57
"60144",0
"74146",7.018
"74301",0.022
"74330",0
"74331",0.126
"74332",0
"74333",0
"74337",4.428
"74338",1.185
"74339",0.252
"74340",1.823
"74342",16.498
"74343",0.09
"74344",0.147
"74346",0.325
"74347",0
"74349",0
"74350",0.441
"74352",3.336
"74354",0.105
"74358",0
"74359",0
"74360",0
"74361",0.108
"74363",0
"74364",0
"74365",1.219
"74366",14.226
"74367",0
"74368",0
"74369",0
"72142",2.097
"84751",56.222
"84752",52.472
"84753",80.992
"73601",0.259
"84754",48.842
"84755",66.73
"84756",64.79
"73620",0
"84757",45.179
"73622",0
"84758",30.151
"73624",0
"72143",3.259
"72149",0
"73625",0.666
"84759",80.456
"84760",75.098
"73626",0.891
"72150",0.059
"73627",0.002
"72152",3.347
"84761",38.747
"84762",56.497
"72153",4.201
"84763",73.35
"72156",0
"84764",83.181
"73628",5.614
"72157",0.003
"84765",60.377
"84766",84.503
"84767",90.733
"73632",0.277
"73638",3.18
"73639",0
"84770",52.398
"84772",49.864
"65536",1.718
"65541",0.057
"65542",10.457
"65543",27.96
"65548",3.627
"65550",40.706
"65552",39.618
"65555",0
"65556",6.623
"65557",31.339
"65559",2.014
"65560",14.089
"65564",0
"65565",23.715
"65566",17.756
"65567",0
"65570",24.657
"65571",22.24
"65580",2.941
"65582",0.867
"65583",2.837
"65584",1.713
"65586",0
"65588",63.999
"65589",0
"65590",1.145
"65591",2.641
"65601",25.57
"65603",20.443
"65604",6.108
"65605",2.786
"65606",19.378
"65608",8.083
"65609",2.011
"65610",0.029
"65611",23.907
"46047",0
"46048",0.823
"46049",0.019
"46050",0
"46051",0
"40150",0.003
"40152",15.969
"40155",0.196
"40157",1.544
"40160",0.731
"40161",0
"48060",3.433
"40162",0
"48062",0.145
"48063",0.028
"73705",0
"73716",0
"72335",0.33
"72339",0
"72340",0
"72341",1.698
"73717",0.047
"72342",1.113
"73718",0
"73719",0
"73720",0
"72346",0
"72347",0.363
"73722",0.867
"72348",0
"73724",13.09
"72350",0
"72351",0
"72353",11.938
"73726",0
"73727",0
"72354",0
"72355",2.131
"72358",0
"72359",0
"07057",5.84
"07058",6.987
"07059",6.232
"20706",11.215
"07060",5.96
"20707",10.829
"07062",7.261
"07063",12.207
"20708",49.344
"07064",7.529
"20710",16.113
"20711",14.873
"20712",8.051
"20714",0.182
"46158",0.857
"46160",6.763
"46161",0
"46162",0
"46163",0
"46164",6.966
"46165",0.898
"46166",0.674
"46167",0.085
"46168",2.636
"46171",0.247
"46172",0.156
"46173",0.061
"46175",1.112
"46176",0.264
"46180",0
"46181",0.393
"46182",0
"46183",0
"46184",0.214
"46186",0
"46201",5.449
"46202",7.02
"46203",3.806
"46204",9.786
"46205",8.967
"46208",10.027
"46214",5.368
"46216",64.076
"46217",1.008
"46218",6.827
"46219",2.549
"46220",4.956
"46221",4.858
"46222",13.008
"46224",2.425
"21804",21.522
"21810",8.989
"08332",35.699
"08340",29.595
"54480",0
"54481",1.744
"54482",8.95
"54484",0.601
"54485",54.867
"54486",0.551
"54487",27.296
"54488",0.08
"54489",1.084
"54490",49.273
"54491",46.76
"54493",56.91
"54494",1.164
"54495",13.114
"54498",9.883
"54499",0.614
"54501",10.976
"54511",54.021
"54512",66.232
"54513",9.662
"54514",27.153
"54515",18.003
"54517",79.663
"54519",48.224
"54520",17.845
"54521",34.526
"54524",59.858
"54525",0.472
"54526",22.596
"54527",66.534
"54529",20.428
"54530",31.948
"54531",44.931
"54534",38.059
"54536",29.263
"54537",52.599
"54538",8.77
"54539",52.447
"54541",66.617
"54542",79.935
"38326",15.744
"38079",19.627
"40003",0
"38601",38.391
"48001",37.758
"38603",24.976
"48002",0.048
"32003",2.761
"11003",1.526
"11004",1.163
"11005",3.123
"11010",1.193
"11020",0.989
"11021",2.6
"02815",0.325
"02816",8.723
"02817",47.384
"02818",6.425
"02822",27.572
"02825",3.171
"02826",21.431
"02827",12.324
"02828",7.223
"02830",15.448
"02831",1.75
"02832",26.422
"02833",22.015
"02835",10.624
"02836",0
"02837",5.922
"02838",16.621
"02839",0
"02840",9.267
"47654",0
"47660",3.835
"47665",0.007
"47666",0
"47670",0.275
"47683",0
"47708",2.371
"47710",3.967
"47711",2.49
"47712",0.415
"47713",1.615
"47714",1.725
"47715",3.724
"47720",0.606
"47725",0.385
"47802",0.765
"04859",3.121
"04860",0.431
"04861",1.472
"04862",0.104
"04863",0.75
"04864",3.322
"04901",0.808
"04910",0.593
"04911",0.751
"04912",0
"04915",1.702
"04917",2.304
"04918",0.273
"04920",2.491
"04921",0.13
"04922",4.034
"04923",7.897
"04924",1.515
"04925",6.33
"04926",0
"04927",0.766
"04928",1.415
"04929",10.737
"04930",1.607
"33472",16.646
"33473",6.855
"37216",2.465
"33476",0.845
"37217",21.953
"33477",13.672
"37218",8.264
"37219",1.401
"33478",49.057
"37220",19.654
"33480",1.406
"37221",11.353
"60171",20.159
"30224",0.533
"60172",4.073
"60173",2.68
"55359",10.457
"60174",14.145
"60175",14.855
"60176",17.093
"38635",6.908
"60016",13.64
"40104",0.019
"40107",1.966
"38637",1.46
"48045",5.958
"35031",0.298
"35032",0
"38639",0
"38641",0
"40108",4.423
"35033",0.068
"40109",18.676
"40110",0
"38642",0.037
"60018",7.265
"40111",0
"40115",0
"67214",2.52
"67215",1.435
"67217",4.684
"54961",3.346
"54963",5.452
"54964",15.777
"54965",0.264
"54966",2.072
"54967",0
"54968",1.459
"54970",2.887
"54971",3.85
"54974",2.161
"54977",1.208
"54979",1.837
"54980",3.215
"54981",3.511
"54982",6.649
"54983",1.34
"54984",6.866
"54985",0
"54986",4.608
"67460",2.08
"67464",8.793
"67466",0
"67467",0.419
"67468",0
"67470",0
"67473",0
"67474",0
"67475",0
"67478",0
"67480",0
"67481",1.281
"07109",8.922
"20762",2.002
"20763",11.509
"20764",12.915
"07110",6.197
"20765",9.455
"20769",6.272
"07111",1.345
"20770",13.141
"60145",1.3
"32219",15.298
"32220",30.721
"32221",17.007
"55019",1.644
"55020",0.938
"50022",0.15
"50023",4.807
"55021",2.833
"50025",0.052
"55024",6.594
"50026",1.051
"50027",9.853
"50028",0.155
"50029",0.696
"50032",2.322
"50033",0
"50034",2.548
"55025",22.028
"55026",44.415
"50035",1.419
"55027",0.127
"55029",0
"55030",1.364
"55031",0.05
"55032",6.394
"50036",4.526
"24086",0
"24087",4.598
"24088",2.086
"24089",1.199
"24090",24.652
"24091",4.295
"24092",0
"24093",43.726
"24095",0
"24101",0.616
"24102",3.492
"24104",4.734
"24105",0.006
"24112",1.306
"24120",4.228
"24121",0.243
"24122",12.549
"24124",17.189
"24127",54.086
"24128",28.435
"24130",71.665
"24131",70.151
"24132",0
"24133",0
"24134",25.444
"24136",6.279
"54773",0.156
"54801",18.844
"54805",1.785
"54806",9.7
"54810",2.322
"54812",1.944
"54813",24.797
"54814",54.392
"54817",35.978
"54819",19.314
"54820",50.269
"54821",50.245
"54822",1.783
"54824",0.191
"54826",14.042
"74370",0.11
"74401",0.433
"74403",7.825
"74421",0
"74422",0
"74423",9.922
"74425",32.068
"74426",16.451
"74427",18.104
"74428",1.595
"74429",0.233
"74430",11.213
"74431",0
"74432",17.748
"74434",4.673
"74435",16.478
"74436",0
"74437",11.914
"74438",0.428
"74441",11.16
"74442",7.498
"74445",1.425
"74446",9.109
"74447",10.969
"74450",0
"74451",23.053
"74452",0
"74454",1.973
"74455",0.957
"74456",0
"74457",0
"73641",0
"72160",1.177
"72165",0
"84773",79.558
"73642",5.692
"72166",36.925
"84774",64.337
"72167",0
"72168",1.026
"84775",88.08
"72169",0.001
"84776",19.946
"72170",0
"84779",55.239
"72173",0
"72175",7.141
"72176",2.275
"72179",5.528
"72181",0
"84780",41.446
"84781",94.137
"84782",62.259
"72201",10.793
"84783",88.291
"84784",75.847
"73644",0.245
"72202",22.439
"65612",1.304
"65613",2.042
"65614",49.08
"65616",10.674
"65617",3.532
"65618",0.81
"65619",11.809
"65620",7.046
"65622",0.057
"65623",0
"65624",37.204
"65625",18.89
"65626",0.331
"65627",24.637
"65629",55.419
"65630",7.56
"65631",0.018
"65632",0.658
"65633",1.659
"65634",9.591
"65635",32.913
"65637",20.006
"65638",0.001
"65640",0
"65641",45.886
"65644",0.185
"65646",1.793
"65647",0
"65648",0
"65649",19.254
"65650",8.29
"65652",0
"65653",33.791
"65654",0
"65655",6.744
"65656",7.246
"65657",62.368
"65658",20.154
"65660",5.461
"73728",9.269
"73729",0
"73730",0
"73731",0
"72360",5.563
"73733",0
"73734",0
"73735",16.355
"72364",0.203
