"ZCTA5CE10","pc_park"
"15054",0
"15055",1.099
"15056",3.733
"15057",0.103
"15059",1.704
"15060",2.271
"58458",0.984
"58460",5.24
"63901",16.885
"63902",0
"58461",0.679
"63932",0.01
"58463",2.263
"58464",3.542
"63933",2.277
"63934",0
"58466",0.508
"58467",3.044
"58472",0.084
"63935",37.268
"63936",2.695
"63937",26.979
"58474",1.602
"63939",0.239
"58475",0.623
"63940",4.018
"63941",80.525
"58476",4.437
"63942",9.329
"58477",3.632
"63943",8.853
"58478",0.856
"58479",5.68
"63944",27.145
"63945",0.001
"58480",1.039
"63951",0.384
"63952",53.097
"58481",1.371
"63953",0.481
"63954",7.996
"63955",0
"58482",1.347
"63956",18.452
"58483",0.309
"58484",0
"58486",1.877
"08063",5.664
"08064",16.789
"08065",17.716
"08066",2.906
"08067",2.699
"08068",11.059
"21601",4.467
"21607",25.124
"21610",2.562
"08069",2.264
"21612",12.213
"08070",23.418
"08071",6.046
"08072",0
"08073",13.537
"08074",0
"08075",14.311
"21613",24.748
"08077",3.831
"21617",23.474
"08078",7.855
"02047",14.891
"02048",12.275
"02050",13.556
"02052",12.101
"02053",3.348
"02054",17.762
"02056",12.618
"02061",14.268
"02062",7.729
"02066",14.673
"02067",28.721
"02071",2.65
"02072",14.463
"02081",18.299
"02090",7.966
"02093",16.052
"20612",10.104
"07006",11.799
"07008",4.026
"20613",10.221
"07009",10.889
"20615",0.368
"20616",14.486
"07010",1.432
"20617",21.554
"20618",14.655
"20619",28.007
"20620",6.939
"20621",6.41
"07011",3.223
"07012",2.231
"20622",5.076
"15364",0
"15366",0
"15367",1.447
"15368",0
"15370",3.437
"15376",6.314
"15377",6.446
"15378",0
"15379",7.722
"15380",5.274
"15401",2.79
"15410",10.456
"15411",10.833
"15412",0.942
"15413",1.002
"15417",0.427
"15419",0.461
"15420",0
"15421",0
"33763",5.255
"37642",0.048
"33764",1.242
"33765",3.608
"33767",5.803
"37643",39.308
"37645",0.282
"33770",3.983
"37650",63.304
"33771",2.177
"37656",0
"37657",35.584
"37658",56.036
"33772",3.033
"33773",1.052
"33774",6.868
"37659",15.801
"33776",3.86
"33777",7.93
"33778",14.014
"37660",4.175
"33781",5.665
"37663",3.095
"33782",2.701
"33785",1.663
"33786",0.493
"37664",2.729
"37665",0.725
"37680",59.345
"33801",9.007
"37681",0.227
"48462",16.238
"48463",8.805
"48464",9.459
"48465",4.022
"35570",3.525
"35571",5.49
"35572",57.265
"35574",0.022
"35575",0.166
"60426",4.176
"35576",0
"35577",0
"60428",1.493
"35578",0.422
"35579",28.076
"60429",4.428
"35580",14.441
"60430",5.132
"35581",1.949
"60431",11.673
"35582",0.506
"91723",1.788
"85367",31.213
"85371",0.122
"91724",4.12
"85373",2.471
"91730",1.635
"91731",0.726
"85374",0.65
"91732",4.633
"91733",41.545
"85375",0
"85377",3.6
"91737",0.866
"91739",53.097
"85379",0.501
"91740",10.786
"85381",3.873
"91741",44.227
"85382",1.734
"91744",10.069
"91745",10.488
"85383",16.309
"91746",1.914
"85387",0.167
"91748",7.132
"85388",0.727
"56342",5.606
"56343",5.091
"56345",2.172
"56347",0.401
"56349",3.177
"56350",41.296
"56352",1.802
"56353",5.506
"56354",1.332
"56355",3.177
"56356",6.58
"56357",0.169
"56358",19.585
"56359",26.607
"56360",5.992
"56361",2.086
"56362",2.296
"56363",0
"56364",0.881
"56367",2.708
"56368",0.916
"56369",0
"56371",0
"56373",3.749
"56374",1.973
"56375",0
"62961",0
"62962",9.166
"62963",0.008
"62964",18.62
"62965",0
"62966",8.514
"62967",71.025
"62969",22.51
"62970",1.403
"62972",80.93
"62974",0
"62975",56.337
"62976",8.576
"62977",0
"62979",0
"62982",0
"62983",0
"62984",2.469
"62985",46.259
"62987",51.065
"62988",35.505
"62990",34.672
"62992",18.088
"62994",0
"62995",16.65
"62996",0
"48858",4.972
"48860",1.251
"39666",0.485
"42721",0
"42722",1.447
"48861",0.042
"42724",0.047
"48864",3.894
"42726",7.09
"48865",6.445
"48866",3.131
"39667",0
"39668",17.175
"42728",7.966
"42729",19.97
"39669",0.407
"42731",7.015
"42732",0.319
"42733",8.008
"48867",1.378
"48870",0
"42740",0
"42741",0
"48871",7.326
"48872",1.673
"48873",1.06
"44144",6.881
"44145",9.979
"37934",1.871
"37938",0.093
"62454",0.056
"44146",19.292
"38001",2.494
"44147",7.72
"44149",9.352
"62458",0.017
"62459",0
"62460",3.101
"44201",6.474
"62461",0
"38002",0.588
"62462",0
"38004",0.46
"62463",0
"44202",13.694
"79414",3.093
"79415",2.123
"79416",0.279
"79423",0.364
"79424",2.006
"79501",0
"79502",0
"79503",0
"79504",0.006
"79505",0
"85936",9.096
"92130",30.122
"92131",10.263
"92132",0
"92134",43.1
"92135",0.071
"92139",3.939
"92140",0.078
"60071",10.656
"60072",7.531
"40299",9.034
"40310",0
"40311",3.479
"40312",5.762
"40313",55.789
"60073",14.515
"40316",3.369
"40322",36.65
"60074",16.471
"40324",2.954
"60076",11.569
"40328",0
"60077",5.605
"40330",2.094
"40334",0
"60081",7.682
"40336",3.05
"60083",9.212
"40337",0
"40339",0
"60084",19.186
"40342",0.183
"40346",0
"40347",0
"40348",0
"40350",18.875
"60085",8.068
"40351",30.743
"60087",22.158
"17582",0.209
"17584",1.897
"17601",3.257
"17602",5.17
"17603",1.619
"17606",0
"17701",33.763
"17702",12.823
"17721",0.803
"17723",73.35
"17724",28.173
"17727",90.201
"17728",0.649
"17729",86.96
"17730",0
"17731",62.177
"17737",3.761
"17739",77.009
"17740",21.973
"17742",0
"47551",35.318
"56479",7.296
"47552",53.315
"56481",5.193
"29001",0.053
"47553",1.051
"47557",0
"56482",0.217
"29003",0.072
"47558",14.422
"56484",75.4
"47561",0.133
"29006",0.022
"47562",0
"47564",0
"29009",0.268
"56501",4.898
"47567",3.861
"47568",0.253
"47574",22.004
"47575",2.415
"47576",51.168
"56510",0.054
"29010",1.39
"47577",0
"56511",8.976
"47578",7.355
"29014",0
"47579",0.031
"47580",0
"29015",13.26
"56514",4.209
"47581",15.64
"44682",0.067
"38362",0
"34607",43.788
"37876",4.87
"44107",5.679
"37877",6.794
"37878",72.007
"44108",8.76
"62401",0.194
"62410",1.852
"37879",1.157
"44109",4.732
"62411",0.653
"62413",0.201
"44110",5.302
"37880",2.878
"37881",0
"62414",0
"44111",9.209
"37882",76.911
"62417",0.106
"44112",6.929
"62418",0.067
"62419",2.86
"37885",56.731
"37886",3.198
"44113",3.637
"37887",62.398
"55949",5.723
"55950",0.001
"55951",3.88
"55952",1.737
"55953",0.492
"55954",0.931
"55955",0.081
"55956",1.058
"55957",2.092
"55959",12.578
"55960",0.336
"55961",1.491
"55962",6.587
"55963",0.153
"55964",5.412
"55965",4.863
"55967",0.264
"55968",1.423
"55969",2.945
"55970",0.39
"55971",4.128
"55972",9.551
"55973",0
"55974",0.162
"55975",1.243
"55976",1.981
"55977",0
"55979",0.369
"55981",8.863
"55982",0
"15061",0.441
"15062",2.16
"15063",0.45
"15064",2.18
"15065",7.425
"15066",0.103
"15067",0.375
"15068",0.79
"15071",10.681
"15072",0
"15074",1.994
"15075",0
"15076",0
"15077",6.074
"15078",0
"63957",24.875
"58487",1.28
"63960",21.002
"58488",0.795
"58490",3.462
"63961",2.485
"63962",0
"58492",0.176
"63964",18.732
"58494",4.672
"63965",39.107
"63966",32.902
"58495",1.486
"63967",49.909
"58496",13.919
"64001",0
"64011",0.872
"58497",0
"64012",0.696
"58501",5.303
"64014",1.611
"64015",41.148
"58503",0.517
"64016",5
"64017",0
"64018",0.008
"64019",0.012
"64020",3.072
"54838",65.055
"54839",55.439
"54840",50.649
"54841",3.555
"54842",4.263
"54843",41.946
"54844",35.874
"21619",4.994
"08079",14.044
"21620",13.376
"08080",9.38
"21622",38.702
"21623",25.301
"21624",21.51
"21625",12.116
"21626",24.431
"21627",56.43
"08081",12.681
"21628",8.234
"08083",2.708
"08084",0.729
"21629",12.526
"08085",4.534
"21631",4.089
"08086",4.583
"21632",26.852
"02108",9.521
"02109",8.99
"02110",8.612
"02111",2.92
"02113",9.956
"02114",18.697
"02115",5.256
"37682",0
"33803",13.483
"37683",12.043
"37686",11.537
"33805",25.166
"37687",43.662
"37688",68.452
"37690",0.199
"33809",13.615
"37691",0
"37692",57.535
"37694",0.574
"33810",5.771
"33811",0
"37701",1.681
"33812",5.512
"37705",10.992
"37708",14.294
"33813",0.479
"37709",0
"37710",41.164
"33815",0.699
"37711",0
"37713",0.147
"43963",2.571
"23223",7.917
"43964",0.022
"43967",0
"43968",0.236
"35584",0
"35585",0.693
"60432",24.746
"35586",0.99
"35587",14.152
"60433",7.442
"35592",0.003
"35593",0.373
"60435",4.714
"35594",0.02
"60436",4.75
"60437",1.001
"60438",12.18
"35601",21.303
"60439",23.691
"35603",12.356
"60440",9.275
"35610",0
"60441",9.51
"35611",9.03
"60442",2.395
"60443",2.07
"35613",0.092
"35614",1.432
"35615",0
"60444",0
"60445",20.65
"35616",24.589
"35618",0.197
"60446",9.206
"35619",26.988
"35620",2.489
"91750",64.747
"85390",51.621
"91752",3.329
"85392",0.896
"91754",2.767
"91755",2.791
"85395",1.175
"91759",98.132
"91761",0.383
"85396",9.916
"91762",0.949
"91763",1.607
"91764",2.844
"85501",89.441
"85530",1.059
"85531",2.714
"91765",3.255
"56376",0
"56377",3.231
"56378",4.544
"56379",0.272
"56381",5.364
"56382",1.81
"56384",0
"56385",4.545
"56386",16.203
"56387",7.101
"56389",0
"56401",6.192
"56425",4.393
"56431",13.533
"56433",26.501
"56434",0
"56435",6.83
"62997",0
"62998",32.601
"62999",0
"55360",0
"55362",3.224
"55363",5.102
"55364",3.724
"55366",0.605
"55367",0.044
"55368",0.922
"55369",15.835
"55370",0
"55371",8.65
"55372",10.779
"55373",19.531
"55374",10.992
"55375",2.579
"55376",8.002
"55378",19.299
"55379",13.779
"55381",0.879
"55382",1.04
"55384",5.051
"55385",2.518
"55386",46.675
"55387",9.928
"55388",0.48
"55389",1.395
"55390",1.535
"55391",3.739
"48874",0.595
"42743",0.171
"42746",0
"39701",2.196
"48875",3.35
"42748",0.911
"48876",2.419
"48877",5.655
"42749",4.599
"48878",0.089
"42753",31.517
"39702",0.896
"42754",2.184
"48879",2.154
"42757",0
"42758",0
"42762",0
"42764",0
"39705",0.099
"42765",1.25
"48880",4.694
"42776",0
"48881",6.207
"42782",0
"42784",0.019
"42788",0
"48883",9.429
"48884",1.042
"48885",9.959
"48886",0.228
"39730",4.185
"48888",9.328
"39735",13.148
"39736",0
"39737",0
"92145",58.428
"92147",0.023
"85937",2.718
"92154",25.451
"85938",25.912
"92155",2.089
"92173",9.616
"85939",7.255
"85940",30.548
"92201",21.22
"85941",0.045
"92203",6.253
"85942",13.539
"92210",55.861
"92211",0.314
"92220",33.366
"92222",0
"86001",70.584
"86003",0
"92223",6.019
"86004",45.641
"70814",2.729
"75601",2.966
"70815",1.137
"80918",12.296
"75602",0.162
"60088",0.004
"40353",0.111
"60089",9.898
"60090",14.406
"40356",1.057
"40358",6.22
"40359",3.233
"60091",9.779
"40360",0
"60093",20.69
"60096",26.245
"40361",0.078
"40363",0
"60097",2.557
"40370",0
"40371",46.37
"40372",0.018
"40374",0.236
"40376",52.603
"40379",0.171
"60098",7.801
"40380",19.517
"40383",0.092
"60099",27.961
"40385",2.81
"40387",39.521
"40390",1.29
"60101",13.573
"60102",10.726
"40391",0.36
"40402",0
"60103",22.945
"40403",2.683
"17744",0.028
"17745",54.807
"17747",41.928
"17748",0
"17749",0
"17750",0
"17751",40.149
"17752",30.824
"17754",16.409
"17756",3.654
"17758",40.681
"17760",85.907
"17762",1.611
"17763",47.911
"17764",77.633
"17765",18.855
"17767",0
"17768",19.277
"17771",31.318
"17772",0.235
"17774",22.864
"17776",57.273
"47584",0
"47585",10.124
"29016",0.073
"56515",3.075
"56516",12.3
"56517",3.782
"56518",0
"29018",0.011
"56519",3.136
"47586",12.861
"47588",0
"47590",19.421
"56520",0.072
"56521",7.383
"29601",5.164
"29605",1.835
"29607",1.924
"29609",5.698
"29611",0.474
"29613",0.15
"29614",0
"29615",0.474
"29617",1.529
"29620",13.962
"29621",2.547
"29624",0.791
"29625",28.49
"29626",20.942
"29627",0.14
"29628",25.962
"29630",23.028
"29631",14.297
"62420",0.143
"44114",3.962
"62421",0
"37888",3.708
"44115",0.134
"62422",0
"62423",0
"44116",8.241
"37890",11.129
"62424",0.015
"44117",8.693
"37891",3.685
"62425",0
"37892",0.008
"62426",0.007
"37902",9.928
"55983",0.26
"55985",0
"55987",4.947
"55990",0.694
"55991",1.761
"55992",0.897
"56001",2.796
"56003",1.552
"56007",2.613
"56009",1.525
"56010",0.757
"56011",3.003
"56013",0.626
"56014",0.875
"56016",0
"56017",0.113
"56019",2.965
"56020",0
"56021",3.54
"56022",0
"56023",0.755
"56024",0.245
"56025",0.87
"56026",0.312
"56027",0
"56028",3.161
"56029",0.252
"56031",0.921
"56032",0
"15081",0.67
"15082",2.602
"15083",0.17
"15084",7.022
"15085",0.481
"15086",1.317
"15087",0
"15088",3.854
"15089",0.558
"15090",14.353
"15101",14.598
"15102",11.465
"15104",0.266
"15106",11.705
"15108",2.734
"54845",0
"54846",8.107
"54847",36.877
"54848",10.167
"54849",35.92
"54850",73.35
"54853",0.444
"54854",31.98
"54855",37.597
"54856",33.381
"54857",0
"54858",0.295
"54859",54.632
"54861",0
"54862",16.269
"54864",6.094
"54865",27.2
"54867",16.555
"54868",4.795
"54870",11.012
"54871",8.071
"54872",2.046
"54873",45.634
"54874",15.108
"54875",44.754
"54876",16.708
"54880",27.484
"54888",19.837
"54889",6.532
"21634",2.233
"21635",8.015
"08087",51.049
"21636",13.428
"21638",7.271
"21639",9.803
"21640",18.261
"21641",0
"08088",30.121
"08089",58.669
"21643",4.225
"21644",19.637
"08090",1.427
"21645",9.958
"08091",1.513
"21647",6.665
"21648",31.632
"08092",57.118
"21649",12.541
"21650",14.345
"08093",2.666
"21651",17.715
"21652",1.045
"21653",0
"21654",0.148
"21655",8.903
"21657",27.816
"08094",18.398
"02116",8.567
"02118",5.441
"02119",5.735
"02120",13.868
"02121",37.224
"02122",22.917
"02124",11.795
"02125",10.335
"02126",11.283
"02127",13.541
"02128",10.826
"02129",10.907
"02130",19.695
"02131",12.665
"02132",15.152
"20623",49.124
"20624",7.044
"20625",0
"20626",0.053
"20628",1.392
"20629",0
"07013",5.376
"20630",2.993
"20632",13.574
"07014",1.462
"20634",17.829
"20636",2.85
"15422",0.688
"15423",0.034
"15424",28.392
"15425",4.141
"15427",0
"15428",9.43
"15429",1.969
"15430",0
"15431",37.416
"10065",1.398
"10069",26.645
"10075",0.498
"10103",0
"10110",0
"10111",0
"10112",0
"10115",0
"10119",0
"10128",8.802
"10152",1.651
"43970",0
"43971",0.684
"43972",0
"23224",3.808
"43973",5.855
"43974",0
"43976",0
"43977",27.904
"43983",29.523
"43985",10.334
"23225",6.967
"43986",0.332
"43988",1.329
"23226",0.726
"44001",2.164
"23227",6.597
"44003",10.932
"23228",3.857
"44004",1.643
"23229",0.535
"44010",0.693
"44011",5.475
"23230",0.125
"85533",63.535
"91766",1.806
"85534",39.984
"85535",6.875
"91767",1.188
"85536",71.788
"91768",10.948
"85539",66.718
"85540",61.602
"91770",10.292
"91773",32.94
"91775",0.616
"85541",96.216
"91776",0.842
"85542",0
"91780",0.274
"91784",0.339
"85543",55.658
"85544",95.569
"91786",1.866
"85545",95.506
"91789",4.387
"91790",1.112
"91791",4.001
"91792",8.902
"85546",69.673
"85550",0.01
"91801",6.128
"85551",94.846
"85552",0.201
"91803",0.808
"85553",98.035
"85554",97.983
"91901",49.567
"85601",47.471
"91902",24.241
"91905",4.041
"91906",43.669
"85602",21.087
"85603",14.809
"91910",16.799
"85605",27.084
"56436",6.27
"56437",0
"56438",1.874
"56440",0.232
"56441",9.765
"56442",9.398
"56443",6.998
"56444",3.356
"56446",1.609
"56447",9.154
"56448",3.765
"56449",2.649
"56450",9.296
"56452",17.255
"56453",0.001
"56455",9.062
"56456",0
"56458",7.755
"47470",4.666
"56461",20.112
"47471",0.002
"56464",11.65
"56465",5.546
"56466",8.603
"47501",1.068
"56467",26.048
"47512",0.419
"47513",18.706
"56468",21.807
"47514",39.33
"47515",16.858
"47516",0.816
"56469",45.067
"47519",0.591
"47520",27.044
"47521",39.184
"47522",0
"47523",3.692
"55395",0
"55396",0.549
"55397",0.326
"55398",30.772
"55401",11.694
"55402",0
"55403",9.819
"55404",4.002
"55405",25.754
"62465",2.722
"38006",1.223
"38007",0
"62466",1.753
"62467",0.072
"38008",0.358
"62468",0.024
"44203",4.875
"38011",0.036
"62469",0
"44212",4.706
"44214",0.054
"44215",19.074
"44216",11.322
"38012",0.487
"17777",0.066
"17778",80.763
"17779",2.596
"17801",1.98
"17810",49.306
"17812",20.379
"17813",31.38
"17814",25.922
"17815",12.292
"17820",16.78
"17821",0.763
"17822",0
"17823",19.309
"17824",8.774
"17827",0
"17829",1.971
"17830",3.029
"17832",0.847
"17834",0.444
"17835",0.059
"17836",0
"17837",10.382
"17840",0
"17841",23.439
"29634",1.785
"29635",30.136
"29638",0.014
"29639",0
"29640",0.108
"29642",0.511
"29643",27.494
"29644",0.238
"29645",0.284
"29646",5.256
"29649",0.317
"29650",0.988
"29651",0.329
"29653",0
"29654",0.117
"29655",17.749
"29657",0.808
"29658",54.924
"29659",0.296
"29661",4.747
"29662",1.841
"29664",68.936
"29665",0.071
"29666",3.799
"56033",0
"56034",0.003
"56035",15.08
"56036",2.418
"56037",0.847
"56039",0.424
"56041",0.279
"56042",0.139
"56043",0
"56044",1.406
"56045",0
"56046",0
"56047",0
"56048",0.663
"56050",0.427
"56051",0.723
"56052",4.004
"54891",32.053
"54893",18.578
"54895",36.067
"54896",58.905
"54901",5.803
"54902",0.728
"54904",1.103
"54909",2.642
"54911",3.689
"54913",4.613
"54914",1.33
"54915",2.462
"54921",0.014
"54922",4.481
"54923",10.138
"54927",0
"54928",0
"54929",1.397
"54930",8.978
"54931",0
"54932",23.607
"54933",0.091
"08095",29.355
"26763",0.229
"21813",5.077
"21814",4.469
"21817",4.405
"21821",39.379
"21822",20.881
"21824",1.535
"21826",1.052
"21829",38.832
"21830",21.566
"21835",7.292
"21837",16.915
"21838",13.239
"21840",13.649
"21841",6.172
"21842",1.821
"21849",10.73
"21850",13.293
"21851",22.583
"21853",25.264
"21856",22.04
"21861",15.907
"21862",0.009
"21863",21.721
"21864",25.233
"21865",30.81
"21866",0
"21867",0.108
"21869",36.357
"21871",23.317
"21872",9.583
"76054",6.372
"76055",0
"76058",0.058
"10153",0
"10154",1.602
"10162",45.05
"10165",0
"10167",1.743
"10168",0
"10169",0
"10170",0
"10171",1.594
"10172",1.684
"10173",0
"10174",0
"10177",3.552
"10199",0.546
"10271",0
"10278",17.18
"10279",0
"10280",24.486
"10282",60.752
"10301",24.597
"10302",3.169
"10303",10.353
"44012",5.161
"44017",15.932
"44021",23.505
"23231",6.022
"44022",10.182
"44023",14.865
"23233",4.202
"44024",10.332
"44026",9.337
"44028",9.215
"23234",4.001
"44030",2.213
"44032",5.853
"23235",2.057
"23236",2.871
"44035",5.91
"23237",3.476
"44039",3.247
"44040",11.379
"23238",0.889
"60447",1.335
"35621",0
"35622",0.126
"60448",15.251
"60449",2.598
"35630",16.967
"35633",8.595
"35634",3.475
"60450",5.137
"60451",7.17
"35640",3.387
"35643",9.542
"60452",37.681
"35645",5.033
"35646",0.007
"35647",0
"60453",4.34
"35648",0
"35649",45.99
"60455",2.305
"60456",1.407
"60457",13.473
"60458",1.91
"35650",26.419
"35651",14.704
"60459",4.159
"35652",11.769
"60460",0.046
"60461",7.789
"60462",27.204
"35653",3.355
"17355",1.619
"17356",0.256
"85606",15.631
"91911",10.919
"91913",5.329
"91914",19.959
"91915",15.423
"91916",69.283
"91917",34.229
"91931",82.744
"85607",31.732
"85608",0
"91932",20.92
"85609",4.174
"91934",60.818
"85610",5.597
"85611",54.726
"91935",43.255
"85613",0.01
"91941",0.722
"91942",4.635
"85614",59.017
"91945",0.782
"91948",89.819
"85615",51.741
"85616",12.766
"85617",3.733
"85618",11.306
"85619",98.602
"85620",0
"91950",3.431
"91962",71.521
"91963",33.265
"85621",63.123
"91977",1.718
"48889",0.105
"48890",1.711
"48891",7.849
"39739",10.069
"48892",0.355
"39740",0
"39741",0
"48893",0.985
"39743",8.484
"48894",0.055
"48895",1.418
"01011",21.985
"70816",1.895
"80919",12.912
"70817",2.028
"75603",0
"70818",1.498
"70819",18.661
"70820",4.063
"70836",0
"80920",4.513
"71001",0.023
"71003",0
"80921",63.692
"71004",0
"75604",1.376
"80922",4.861
"71006",0.047
"71007",0
"71008",0.445
"75605",0.31
"80923",5.195
"80924",0
"71016",0.216
"80925",0
"75630",11.707
"80926",47.845
"71018",0.468
"80927",0
"75631",0
"80928",4.3
"80929",0.011
"80930",0
"40404",26.342
"40409",0
"60104",1.7
"40419",2.226
"60106",12.076
"60107",12.044
"40422",0.247
"40434",0
"60108",10.756
"40437",0
"60109",0.518
"40440",0
"40442",0
"60110",21.414
"60111",0.01
"60112",1.112
"29667",2.617
"29669",0.538
"29670",8.1
"29671",6.981
"29672",6.345
"29673",0.31
"29676",13.332
"29678",16.818
"29680",0.063
"29681",0.538
"29682",1.682
"29683",7.786
"29684",8.599
"29685",55.97
"29686",49.402
"29687",0.516
"29689",36.41
"29690",1.64
"29691",19.122
"29692",0.103
"29693",18.885
"29696",0.028
"29697",0.08
"29702",9.362
"29704",6.146
"29706",2.58
"29707",0.049
"29708",3.942
"29709",0.024
"29710",6.667
"29712",0
"29714",0.821
"29715",0.649
"29717",6.632
"29718",28.164
"44118",7.78
"37909",1.092
"62427",0.507
"80861",0
"80862",0
"70763",0.877
"75482",6.193
"75486",1.472
"75487",0
"75488",10.424
"75489",0
"80863",69.322
"75490",0
"70764",6.854
"80864",0.027
"80902",1.562
"75491",0
"75492",0
"75493",0
"70767",0.064
"56054",0
"56055",2.464
"56056",0
"56057",1.949
"56058",0.792
"30530",0
"30531",4.114
"30533",28.15
"30534",23.876
"30535",0.037
"30536",27.734
"30537",52.35
"30538",0.002
"30540",23.119
"30541",81.163
"30542",19.395
"30543",0.052
"30545",85.295
"30546",60.639
"30547",0.19
"30548",0.549
"30549",0.546
"30552",61.943
"30553",12.051
"30554",3.064
"30555",10.609
"30557",5.923
"30558",0.296
"30559",0.064
"30560",24.659
"30562",29.704
"30563",30.83
"30564",2.363
"30565",0.554
"30566",10.499
"30567",0
"30568",38.64
"30571",39.441
"30572",79.578
"15110",1.321
"15112",3.271
"15116",5.571
"15120",2.07
"15122",1.837
"15126",1.137
"15129",19.082
"15131",16.666
"15132",3.734
"15133",2.3
"15135",1.469
"15136",2.391
"15137",0.367
"15139",0.989
"54934",0
"54935",5.599
"54937",3.66
"54940",2.888
"54941",2.614
"54942",1.651
"54943",8.631
"54944",1.041
"54945",2.003
"54946",0
"54947",14.185
"54948",0
"54949",0.015
"54950",0.156
"54952",5.51
"54956",3.177
"54960",16.097
"54962",0.436
"34946",4.649
"34947",0.694
"02134",13.526
"02135",10.672
"02136",33.885
"02138",13.235
"76059",0.917
"76060",0.767
"76061",0
"76063",4.114
"76064",0
"76065",2.479
"76066",0
"76067",1.622
"76070",0.031
"76071",0.314
"76073",0
"76077",0
"76078",0.062
"76082",0.071
"76084",0.032
"76085",0
"76086",2.008
"76087",0.148
"76088",1.673
"76092",20.815
"76093",0.912
"76102",2.7
"76103",10.286
"76104",5.661
"76105",6.904
"76106",2.81
"76107",7.519
"76108",1.645
"76109",3.873
"76110",4.219
"76111",8.91
"76112",3.729
"76114",6.497
"76115",4.135
"76116",2.955
"76117",1.123
"76118",0.335
"76119",4.261
"76120",1.974
"76123",3.168
"76126",15.718
"76127",0.317
"10304",6.344
"10305",16.077
"10306",29.427
"10307",24.334
"10308",5.41
"10309",19.253
"10310",6.471
"10311",0
"10312",23.466
"10314",20.756
"17360",2.987
"17361",1.97
"13061",28.174
"13062",0
"13063",7.007
"13064",0.351
"13066",20.234
"13068",6.628
"13069",2.151
"13071",0.065
"13072",21.725
"13073",0.473
"13074",0.068
"13076",0
"13077",4.392
"13078",2.65
"13080",0.29
"13081",0.002
"13082",2.79
"13083",23.64
"13084",0.04
"13087",4.159
"13088",6.953
"13090",16.852
"13092",7.198
"13101",4.006
"13102",0
"13103",0
"13104",0.709
"13108",0.285
"13110",0.027
"13111",0.186
"47524",0
"47525",58.326
"47527",2.607
"56470",16.699
"47528",0.06
"47529",0.041
"47531",0
"47532",2.593
"56472",3.362
"47535",0
"31314",0
"52638",0.667
"31315",0.01
"52639",16.05
"52640",0.301
"31316",17.117
"31318",0
"31320",3.806
"52641",0.829
"52644",0
"31321",0.248
"52645",0.012
"52646",21.781
"52647",0
"31322",2.979
"52649",0
"52650",3.728
"15747",0
"55406",9.963
"55407",12.501
"55408",8.41
"48708",2.999
"48710",0
"48720",7.729
"48721",37.287
"48722",6.716
"39479",0
"42320",15.063
"42321",0
"42322",0
"01012",25.075
"01013",3.61
"01020",10.804
"01022",1.496
"01026",13.847
"01027",5.649
"01028",6.039
"01029",31.831
"01030",3.071
"01031",10.41
"01032",21.81
"01033",18.176
"01034",14.948
"01035",11.7
"01036",4.308
"01037",17.506
"01038",1.137
"17842",6.08
"17844",43.322
"17845",50.772
"17846",3.086
"17847",0.686
"17850",0.02
"17851",24.54
"17853",7.343
"98310",6.583
"98311",4.239
"83464",83.932
"83465",82.137
"83466",96.295
"98312",18.415
"98314",0.012
"98315",0
"98320",69.148
"98321",1.607
"98323",33.312
"80903",12.815
"75494",0.014
"70769",0.071
"70770",0.749
"70772",0.15
"70773",0
"80904",19.766
"75495",0.099
"70774",13.758
"75496",1.494
"80905",10.024
"75497",0.034
"70775",5.388
"70776",6.714
"70777",0.392
"70778",0.259
"70780",0.645
"70782",23.36
"70783",0
"80906",51.95
"70785",0.092
"70787",0
"75501",13.491
"70788",0.41
"70789",0
"30573",14.235
"30575",1.658
"30576",43.189
"30577",26.894
"30581",0
"30582",28.466
"30601",5.069
"30602",0.815
"30605",2.041
"30606",4.213
"30607",3.5
"30609",0
"30619",0
"30620",0.158
"30621",0.16
"30622",0.137
"30623",0
"30624",1.717
"30625",1.453
"30627",2.798
"30628",0.074
"30629",1.702
"30630",0.154
"30631",0.884
"30633",0.042
"30634",0
"30635",15.315
"30641",0.007
"30642",12.425
"30643",23.361
"30646",0
"30648",3.831
"30650",2.34
"30655",0.286
"30656",0.064
"30660",1.373
"30662",0.879
"21874",2.72
"21875",8.5
"21890",0
"21901",13.464
"21902",21.327
"21903",0.347
"21904",1.633
"21911",4.259
"21913",15.732
"21914",1.823
"21915",16.066
"21916",0
"21917",2.274
"21918",7.856
"21919",16.624
"21920",15.759
"21921",16.679
"21930",0
"20783",12.145
"07305",18.716
"20784",6.517
"07306",12.143
"07307",3.362
"84050",13.166
"84051",0
"84052",6.335
"84053",0
"76129",0
"76131",1.194
"76132",7.049
"76133",3.615
"76134",1.517
"78057",0
"78058",0.087
"78059",0.032
"78060",0
"78061",0.013
"78063",0.01
"78064",0.166
"78065",0.021
"78066",0
"78067",0
"78069",0
"78070",5.021
"78071",0.01
"78072",0
"78073",0.043
"78075",0
"78076",0.065
"78101",0.455
"78102",0.101
"78104",0
"78107",0
"78108",1.501
"78109",1.965
"78112",0
"78113",0
"78114",0.14
"10451",10.088
"10452",10.437
"10453",5.982
"10454",1.862
"10455",9.838
"10456",2.921
"10457",4.346
"10458",3.045
"10459",7.538
"23250",0.216
"23294",0
"44041",2.851
"23301",5.119
"23302",0
"23303",0
"23304",0
"06437",8.565
"06438",28.178
"06441",24.602
"06442",7.718
"05001",5.447
